"Country","HDI","Category","Age","Gender","Kids","Education","WorkStatus","AnnualIncome","Occupation","Years","Months","Community","Status","NumSon","NumDaught","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","Q1Self","Q2Others","DPMean","AIPMean","GPMean","SWLSMean"
"UnitedStates",0.92,"VeryHigh",20,"Female","No Kids","ltuni","student",10000,NA,0,0,"Small City","Single",0,0,3,2,3,1,1,1,1,5,2,2,2,2,3,3,5,1,1,1,1,1,5,1,1,5,5,1,3,1,4,1,1,4,1,4,3,4,1,3,5,3,2,2,3,3,3,"yes","no",2,2.067,2.8,2.6
"UnitedStates",0.92,"VeryHigh",45,"Female","Yes Kids","ma","full-time",55000,"Administrator",5,0,"Rural/Country","Married",1,1,5,5,5,4,4,1,5,3,5,5,4,5,5,5,5,2,5,3,5,5,5,5,5,5,4,2,5,5,5,5,5,5,2,5,5,5,3,5,5,5,3,3,4,3,3,"no","yes",4.6,4.2,4.55,3.2
"UnitedStates",0.92,"VeryHigh",68,"Male","Yes Kids","high","retired",35000,NA,6,6,"Small City","Married",2,4,4,4,4,3,3,1,1,5,2,3,4,4,4,3,4,2,1,4,1,4,4,3,3,2,3,2,4,3,3,1,2,2,2,2,3,4,3,4,4,4,1,1,1,1,1,"yes","yes",3.6,2.867,2.9,1
"UnitedStates",0.92,"VeryHigh",45,"Female","No Kids","deg","part-time",15000,"Framer/Sales Associate",5,6,"Small Town","Married",0,0,4,3,4,2,2,5,2,4,4,4,5,4,5,4,3,2,3,4,3,5,4,1,2,3,3,2,4,4,4,2,3,4,5,3,4,3,2,5,4,4,3,3,4,4,4,"yes","yes",3,3.8,3.3,3.6
"UnitedStates",0.92,"VeryHigh",32,"Male","No Kids","ma","full-time",45000,"Social Worker",0,4,"Medium-Sized","Single",0,0,1,3,5,5,5,1,3,5,4,4,1,4,2,4,4,4,5,2,4,3,5,4,5,5,1,5,2,3,4,2,5,5,1,5,4,5,5,5,5,5,1,2,1,1,1,"yes","yes",3.8,3.333,4.05,1.2
"UnitedStates",0.92,"VeryHigh",21,"Female","No Kids","ltuni","student",10000,"Fitness Assistant / wellness mentor / ca",5,0,"Medium-Sized","Single",0,0,4,3,2,2,2,2,3,3,4,2,3,2,3,1,3,2,4,4,5,2,3,1,2,4,2,2,3,4,4,2,2,5,1,2,4,4,4,3,2,2,4,5,4,4,5,"yes","yes",2.6,2.867,2.8,4.4
"UnitedStates",0.92,"VeryHigh",23,"Female","No Kids","ltuni","student",250000,NA,17,0,"Small City","Single",0,0,4,4,3,3,3,2,1,4,1,3,2,5,3,3,4,5,2,4,2,3,4,3,4,4,4,5,3,4,4,3,2,4,4,3,4,5,4,4,4,4,5,5,5,5,5,"yes","yes",3.4,2.933,3.8,5
"UnitedStates",0.92,"VeryHigh",32,"Male","No Kids","ma","full-time",15000," teacher",1,4,"Medium-Sized","Divorced",0,0,4,4,1,2,2,2,1,3,1,4,4,5,4,1,2,2,1,5,1,5,5,1,3,1,5,5,5,3,5,1,4,5,2,3,3,4,4,4,4,4,1,1,1,1,1,"yes","yes",2.6,2.733,3.55,1
"UnitedStates",0.92,"VeryHigh",68,"Male","No Kids","deg","retired",55000,NA,0,0,"Medium-Sized","Married",0,0,2,1,1,1,1,1,1,2,3,2,1,1,4,1,1,1,4,1,2,1,1,1,1,2,1,1,1,1,2,3,2,1,1,2,1,1,3,3,2,1,5,5,5,4,5,"no","no",1.2,1.733,1.55,4.8
"UnitedStates",0.92,"VeryHigh",45,"Female","No Kids","ma","full-time",250000,"visual artist",10,0,"Large-City","Married",0,0,5,5,4,3,3,1,1,5,4,3,4,3,3,2,5,4,3,2,3,3,4,2,3,2,1,4,4,5,5,1,3,5,1,1,3,4,2,1,3,3,3,4,3,4,2,"yes","no",4,3.067,2.85,3.2
"UnitedStates",0.92,"VeryHigh",20,"Female","No Kids","ltuni","student",10000,"Nanny",0,7,"Large-City","Single",0,0,2,2,1,1,1,1,3,4,2,1,1,1,3,1,2,2,4,2,2,1,2,1,2,1,3,1,2,2,3,1,2,2,1,2,3,5,2,3,3,4,5,5,5,5,5,"no","no",1.4,2,2.25,5
"UnitedStates",0.92,"VeryHigh",32,"Female","No Kids","deg","student",25000,"Graduate Assistant",1,0,"Medium-Sized","Single",0,0,2,3,2,2,2,2,1,4,1,1,1,1,4,1,2,5,2,4,1,4,4,1,2,2,3,2,2,3,4,1,1,4,5,3,3,5,5,2,3,4,3,3,2,3,1,"no","no",2.2,2.267,2.95,2.4
"UnitedStates",0.92,"VeryHigh",23,"Male","No Kids","deg","student",NA,"Unemployed",0,0,"Large-City","Single",0,0,2,3,4,2,2,4,1,5,2,2,1,4,4,2,2,5,1,5,1,5,4,4,3,5,4,5,3,3,5,5,5,3,3,5,4,5,5,5,5,4,4,4,3,3,1,"yes","yes",2.6,2.933,4.25,3
"UnitedStates",0.92,"VeryHigh",55,"Female","No Kids","dip","full-time",150000,"Editor",12,0,"Large-City","Single",0,0,5,4,3,3,3,5,3,5,4,4,1,4,4,4,5,3,4,4,3,5,4,2,4,3,3,3,5,4,4,2,4,5,5,4,4,4,3,4,4,4,4,3,4,4,3,"yes","yes",3.6,3.867,3.75,3.6
"UnitedStates",0.92,"VeryHigh",38,"Male","No Kids","phd","full-time",67500,"college professor",1,0,"Large-City","Single",0,0,3,4,3,3,3,3,3,4,4,4,2,4,3,3,4,3,5,2,4,3,3,2,3,2,3,3,3,3,4,4,4,4,3,3,4,3,3,4,4,4,3,3,4,3,2,"yes","yes",3.2,3.4,3.3,3
"UnitedStates",0.92,"VeryHigh",55,"Male","No Kids","ltuni","part-time",25000,"newspaper carrier",23,0,"Medium-Sized","Single",0,0,4,5,4,3,3,1,2,5,5,3,1,5,4,3,4,2,4,2,4,4,5,1,3,4,2,2,4,4,5,3,5,5,5,5,4,5,4,4,4,4,1,1,1,1,1,"yes","yes",3.8,3.267,3.9,1
"UnitedStates",0.92,"VeryHigh",45,"Female","Yes Kids","ltuni","full-time",35000,"Consumer Case Coordinator",0,6,"Medium-Sized","Married",3,0,2,2,1,1,1,3,3,1,4,2,2,1,5,1,2,1,5,4,3,3,2,1,1,4,1,1,1,3,2,2,3,3,4,4,3,2,1,4,1,4,3,3,3,3,2,"yes","yes",1.4,2.667,2.35,2.8
"UnitedStates",0.92,"VeryHigh",55,"Male","No Kids","deg","full-time",45000," teacher",6,8,"Rural/Country","Married",0,0,2,1,2,2,1,1,1,2,1,1,1,3,3,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2,2,1,2,2,3,2,4,2,4,4,4,4,4,3,"no","no",1.6,1.467,1.9,3.8
"UnitedStates",0.92,"VeryHigh",55,"Female","No Kids","deg","unemployed",10000,"business consultant",17,0,"Medium-Sized","Single",0,0,4,4,4,3,4,4,3,3,4,4,2,5,4,4,5,4,4,4,4,5,5,4,3,4,3,2,4,4,4,5,5,5,5,5,5,5,4,4,5,4,2,4,3,3,2,"yes","yes",3.8,3.933,4.25,2.8
"UnitedStates",0.92,"VeryHigh",21,"Male","No Kids","deg","full-time",55000,"engineer",0,10,"Medium-Sized","Single",0,0,4,4,5,4,4,1,2,2,4,3,3,4,3,3,3,4,2,2,2,3,3,2,3,5,2,3,4,4,4,2,3,4,2,4,4,3,2,5,5,4,3,3,3,2,2,"yes","no",4.2,2.733,3.4,2.6
"UnitedStates",0.92,"VeryHigh",38,"Female","No Kids","ma","student",25000," consultant",6,0,"Large Town","Single",0,0,4,4,5,4,4,1,1,2,4,4,3,2,4,2,3,1,2,1,2,2,4,1,4,5,3,2,4,2,4,4,4,4,1,1,3,3,2,4,4,3,3,4,4,4,4,"yes","yes",4.2,2.267,3.1,3.8
"UnitedStates",0.92,"VeryHigh",20,"Female","No Kids","ltuni","student",10000,NA,2,0,"Large-City","Single",0,0,4,2,2,2,2,2,3,4,3,2,2,2,4,1,3,4,4,4,2,2,3,1,2,3,4,3,3,2,3,3,4,3,2,2,3,4,4,3,4,2,3,4,3,2,4,"yes","no",2.4,2.8,2.9,3.2
"UnitedStates",0.92,"VeryHigh",21,"Male","No Kids","ltuni","student",10000,NA,0,0,"Small City","Single",0,0,2,5,4,4,4,4,3,5,3,4,5,5,4,5,4,5,3,4,2,5,4,1,4,3,2,3,3,4,4,2,2,4,4,5,3,5,5,3,5,3,2,2,2,1,1,"yes","yes",3.8,4.067,3.45,1.6
"UnitedStates",0.92,"VeryHigh",32,"Male","Yes Kids","phd","full-time",55000,NA,5,0,"Medium-Sized","Married",1,2,4,3,5,1,1,1,2,2,3,1,2,5,4,2,2,3,3,4,2,2,3,1,3,3,2,1,3,5,5,1,3,3,3,2,4,3,3,3,4,3,5,5,4,4,5,"yes","yes",2.8,2.533,2.9,4.6
"UnitedStates",0.92,"VeryHigh",23,"Female","No Kids","ltuni","full-time",25000,"Medical",4,2,"Rural/Country","Single",0,0,4,5,2,2,2,1,1,2,3,3,1,4,2,3,3,4,5,3,4,4,4,2,3,5,3,4,5,3,4,3,4,4,1,4,4,5,5,3,4,3,2,2,1,2,1,"yes","yes",3,2.867,3.65,1.6
"UnitedStates",0.92,"VeryHigh",32,"Female","No Kids","ma","student",15000,NA,1,6,"Small City","Single",0,0,4,3,3,3,3,2,2,4,2,4,4,4,4,4,4,2,3,4,3,4,3,3,4,4,4,3,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,"yes","yes",3.2,3.333,3.3,3
"UnitedStates",0.92,"VeryHigh",28,"Male","No Kids","phd","full-time",45000,"Postdoc",0,7,"Small City","Married",0,0,4,4,5,3,3,1,2,3,3,4,3,5,1,3,4,3,3,3,2,4,4,2,3,4,3,3,4,4,4,4,4,4,2,4,4,4,3,4,5,4,3,4,3,5,4,"yes","yes",3.8,2.933,3.65,3.8
"UnitedStates",0.92,"VeryHigh",20,"Male","No Kids","ltuni","student",10000,NA,14,0,"Small City","Single",0,0,3,3,4,3,3,2,2,3,4,3,4,3,5,2,3,5,3,4,2,3,4,3,4,2,1,3,2,5,4,1,2,4,3,3,5,3,2,5,4,5,5,4,4,4,3,"no","no",3.2,3.2,3.25,4
"UnitedStates",0.92,"VeryHigh",23,"Male","No Kids","ltuni","full-time",35000,"Manager,Interacitve Media",1,4,"Large-City","Single",0,0,4,3,4,4,4,4,5,4,5,3,3,4,4,3,4,4,5,4,5,4,4,4,3,5,2,3,4,3,4,5,4,3,4,3,4,5,5,3,4,4,2,4,3,2,4,"yes","no",3.8,4.067,3.8,3
"UnitedStates",0.92,"VeryHigh",45,"Female","No Kids","phd","part-time",NA,"Attorney",17,0,"Large-City","Single",0,0,5,5,4,3,2,5,3,5,5,4,3,5,5,5,5,2,4,3,5,5,5,3,4,5,4,3,4,3,4,5,5,5,1,2,4,5,4,5,5,5,1,1,1,1,1,"yes","yes",3.8,4.267,4.05,1
"UnitedStates",0.92,"VeryHigh",28,"Female","No Kids","ma","full-time",55000," teacher",4,10,"Large-City","Single",0,0,3,2,3,2,2,2,2,3,2,3,2,4,5,3,3,4,3,4,4,3,3,1,2,3,3,3,2,3,4,3,4,3,4,4,4,3,3,3,3,3,4,4,4,3,3,"yes","yes",2.4,3.133,3.05,3.6
"UnitedStates",0.92,"VeryHigh",32,"Female","No Kids","deg","full-time",67500,"Art Director",7,3,"Large-City","Single",0,0,3,4,4,3,3,1,2,1,3,2,3,2,3,1,2,3,3,3,3,3,4,3,2,5,3,3,3,4,4,4,4,3,4,4,3,3,3,5,4,3,3,3,3,3,2,"yes","no",3.4,2.333,3.55,2.8
"UnitedStates",0.92,"VeryHigh",38,"Female","No Kids","ma","full-time",67500,NA,3,0,"Large-City","Married",0,0,3,5,4,1,1,1,2,4,4,1,1,1,1,1,1,2,2,5,2,1,3,1,1,2,4,3,3,4,4,1,1,3,2,1,3,4,3,3,2,3,5,5,4,5,4,"no","no",2.8,1.933,2.55,4.6
"UnitedStates",0.92,"VeryHigh",20,"Female","No Kids","ltuni","student",10000,NA,NA,0,"Large-City","Single",0,0,2,4,2,1,1,2,3,5,3,2,3,3,3,2,2,4,5,3,5,3,3,3,4,5,4,2,3,3,4,5,4,3,5,3,4,4,4,2,1,3,3,3,4,4,3,"yes","no",2,3.2,3.45,3.4
"UnitedStates",0.92,"VeryHigh",32,"Male","No Kids","ma","full-time",150000,"Attorney",6,0,"Large-City","Single",0,0,3,5,4,4,4,1,2,2,4,2,5,3,3,1,4,1,3,1,1,4,5,2,2,3,1,2,3,3,4,3,3,4,1,2,1,3,4,5,4,4,2,3,2,2,1,"yes","yes",4,2.467,2.95,2
"UnitedStates",0.92,"VeryHigh",28,"Male","No Kids","ma","student",15000,NA,1,6,"Large-City","Single",0,0,3,3,4,3,3,2,2,2,3,2,1,2,2,3,4,2,2,5,3,4,4,1,1,4,4,3,4,2,4,2,2,4,3,5,4,5,2,2,3,4,3,3,1,3,1,"yes","no",3.2,2.6,3.15,2.2
"UnitedStates",0.92,"VeryHigh",32,"Male","No Kids","ma","student",25000,NA,6,0,"Small City","Married",0,0,5,4,4,4,4,1,1,2,2,4,3,4,5,5,4,2,3,4,3,3,3,1,1,4,1,2,4,4,4,2,3,4,2,4,5,4,2,5,5,4,1,2,2,3,2,"yes","yes",4.2,3.067,3.2,2
"UnitedStates",0.92,"VeryHigh",55,"Male","No Kids","phd","full-time",67500,"writer",3,4,"Large-City","Married",0,0,2,2,2,3,2,3,2,5,2,2,2,3,4,2,2,2,2,3,2,3,3,2,3,2,2,2,2,2,2,2,2,3,3,2,3,2,2,3,3,3,3,3,3,3,2,"yes","yes",2.2,2.6,2.4,2.8
"UnitedStates",0.92,"VeryHigh",25,"Female","No Kids","deg","student",10000,NA,1,0,"Medium-Sized","Single",0,0,4,4,4,3,3,2,2,3,2,2,2,5,4,2,4,3,3,4,3,4,4,2,4,5,3,3,5,4,5,1,4,4,2,2,5,4,4,4,4,5,3,3,3,4,3,"yes","yes",3.6,3,3.7,3.2
"UnitedStates",0.92,"VeryHigh",25,"Female","No Kids","ma","full-time",55000," consultant",1,0,"Small City","Single",0,0,4,4,4,3,3,3,4,4,5,4,2,5,3,4,4,4,4,4,4,4,5,4,2,5,4,3,5,4,4,5,4,4,4,2,3,3,3,4,4,4,3,3,3,3,2,"yes","yes",3.6,3.867,3.8,2.8
"UnitedStates",0.92,"VeryHigh",22,"Female","No Kids","ma","student",15000,NA,NA,0,"Medium-Sized","Single",0,0,2,4,5,5,5,1,1,3,3,3,5,4,5,1,5,3,4,3,3,5,5,2,2,3,5,2,5,5,4,1,2,4,2,4,4,5,3,5,4,4,4,4,5,5,5,"yes","yes",4.2,3.267,3.55,4.6
"UnitedStates",0.92,"VeryHigh",32,"Female","Yes Kids","dip","full-time",55000,"Nurse",13,10,"Medium-Sized","Divorced",0,1,2,2,2,2,2,2,2,4,4,3,3,4,3,2,3,2,3,2,4,3,3,3,2,3,4,2,2,2,3,3,4,3,4,4,3,3,2,3,4,4,3,3,3,2,1,"yes","yes",2,2.933,3.05,2.4
"UnitedStates",0.92,"VeryHigh",45,"Female","No Kids","deg","student",67500,"Partner",5,0,"Rural/Country","Married",0,0,3,3,2,2,2,4,3,2,4,3,3,2,3,2,2,3,3,4,2,3,4,2,1,5,4,2,3,3,4,3,4,3,3,2,3,4,4,3,4,4,4,4,4,4,3,"yes","no",2.4,2.867,3.25,3.8
"UnitedStates",0.92,"VeryHigh",45,"Male","Yes Kids","deg","full-time",87500,"Nurse",17,0,"Large-City","Single",1,0,4,4,3,3,3,2,4,4,5,2,4,5,4,3,4,5,5,5,5,4,4,3,4,4,4,4,3,4,4,3,3,4,1,3,4,4,3,4,2,4,3,3,3,2,2,"yes","yes",3.4,4.067,3.45,2.6
"UnitedStates",0.92,"VeryHigh",28,"Female","No Kids","deg","full-time",55000,NA,2,5,"Large Town","Single",0,0,4,3,3,2,2,1,1,1,2,1,2,3,3,1,2,4,1,2,2,1,3,1,2,3,2,3,2,4,4,1,2,4,1,4,2,4,2,4,4,4,2,4,4,2,2,"no","no",2.8,1.8,2.8,2.8
"UnitedStates",0.92,"VeryHigh",28,"Female","No Kids","ma","full-time",45000," teacher",1,0,"Large-City","Single",0,0,4,4,3,3,3,3,2,4,3,2,3,4,4,3,3,4,3,3,3,5,3,3,2,3,5,5,4,4,4,3,3,5,4,4,3,5,5,4,4,4,4,3,3,3,2,"yes","yes",3.4,3.267,3.85,3
"UnitedStates",0.92,"VeryHigh",45,"Male","Yes Kids","phd","full-time",55000,"Scientist",10,0,"Medium-Sized","Married",1,1,5,5,5,4,3,2,3,5,4,4,1,5,3,2,2,4,3,4,3,3,3,4,3,3,3,3,4,2,3,3,3,3,4,4,4,5,3,3,3,3,3,2,1,3,2,"yes","yes",4.4,3.2,3.3,2.2
"UnitedStates",0.92,"VeryHigh",38,"Female","No Kids","ma","full-time",45000," teacher",0,9,"Medium-Sized","Single",0,0,4,4,4,3,3,1,1,2,3,3,5,4,4,3,3,1,3,1,2,3,3,1,1,5,1,5,4,3,3,1,4,4,1,1,3,2,1,3,3,5,4,5,4,5,4,"yes","yes",3.6,2.6,2.7,4.4
"UnitedStates",0.92,"VeryHigh",38,"Female","Yes Kids","phd","full-time",150000,"Deputy Director",4,0,"Large-City","Married",1,0,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,3,1,2,1,4,4,3,3,3,1,1,4,4,3,2,5,3,4,2,1,5,5,5,5,5,"yes","no",1.6,1.333,2.7,5
"UnitedStates",0.92,"VeryHigh",55,"Female","No Kids","ltuni","full-time",150000,"Consumer Case Coordinator",0,4,"Medium-Sized","Married",0,0,2,4,4,3,3,1,1,3,2,3,2,3,3,3,3,2,2,2,2,3,4,2,3,5,2,2,4,3,4,2,2,3,1,3,3,3,3,4,3,4,3,4,3,3,3,"yes","yes",3.2,2.333,3,3.2
"UnitedStates",0.92,"VeryHigh",55,"Female","Yes Kids","phd","unemployed",67500,"Unemployed",0,4,"Large Town","Divorced",1,2,3,3,2,3,3,1,1,3,2,1,2,1,4,2,2,2,2,2,1,3,3,2,2,2,1,1,3,2,3,1,2,3,1,2,2,3,2,3,3,2,4,3,4,5,5,"yes","no",2.8,1.933,2.15,4.2
"UnitedStates",0.92,"VeryHigh",45,"Female","Yes Kids","deg","full-time",45000,NA,0,7,"Large-City","Divorced",1,0,3,2,1,2,2,2,2,5,2,2,1,2,3,1,3,4,3,4,2,4,4,2,3,1,2,4,2,2,3,3,3,3,2,2,3,4,3,3,3,2,3,4,4,4,3,"yes","no",2,2.667,2.7,3.6
"UnitedStates",0.92,"VeryHigh",45,"Female","Yes Kids","ma","full-time",150000,"Marketing",2,0,"Medium-Sized","Divorced",1,0,3,2,2,2,2,2,2,5,3,3,3,3,4,3,4,3,3,3,4,4,4,2,2,2,2,2,4,2,4,2,3,4,3,2,4,4,3,2,3,2,3,4,4,3,2,"yes","yes",2.2,3.267,2.8,3.2
"UnitedStates",0.92,"VeryHigh",32,"Male","No Kids","deg","full-time",250000,"Associate / investment banking",2,10,"Large-City","Single",0,0,3,3,3,3,3,1,3,5,4,4,4,4,4,4,5,2,4,5,4,3,5,2,2,5,2,2,4,3,5,4,4,4,1,3,4,4,3,4,3,3,4,4,5,4,3,"yes","yes",3,3.733,3.35,4
"UnitedStates",0.92,"VeryHigh",28,"Female","No Kids","ma","full-time",55000," consultant",0,6,"Medium-Sized","Single",0,0,4,4,4,3,3,1,3,5,5,3,2,1,3,1,3,5,4,5,3,1,3,3,3,5,3,4,3,5,5,4,4,5,1,1,3,4,4,4,3,4,3,2,2,3,3,"yes","no",3.6,3,3.55,2.6
"UnitedStates",0.92,"VeryHigh",20,"Female","No Kids","ltuni","student",15000,NA,1,8,"Large-City","Single",0,0,3,4,4,1,1,1,2,3,3,2,3,1,4,1,2,4,4,3,3,1,3,1,1,2,4,2,3,3,4,3,5,3,1,3,4,5,4,3,4,5,3,5,4,3,4,"yes","no",2.6,2.467,3.15,3.8
"UnitedStates",0.92,"VeryHigh",38,"Male","No Kids","phd","full-time",150000,"Attorney",0,7,"Large-City","Single",0,0,4,4,4,4,4,3,3,5,4,4,3,5,4,4,4,5,4,4,4,5,4,3,3,4,3,3,4,5,5,3,4,4,4,4,4,5,4,4,5,3,4,4,4,4,4,"yes","yes",4,4.067,3.9,4
"UnitedStates",0.92,"VeryHigh",38,"Female","No Kids","deg","unemployed",NA,NA,0,6,"Large Town","Married",0,0,2,3,1,1,1,1,2,4,4,2,1,1,3,3,3,1,5,1,4,2,3,3,1,1,2,2,2,1,3,4,5,3,1,2,3,4,3,2,3,2,4,5,5,5,1,"no","no",1.6,2.467,2.5,4
"UnitedStates",0.92,"VeryHigh",32,"Female","No Kids","ma","part-time",25000," teacher",0,1,"Large-City","Married",0,0,2,4,4,2,2,3,2,5,4,2,1,4,4,2,3,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,2,4,4,4,3,4,3,5,5,5,5,5,"yes","no",2.8,3.333,3.7,5
"UnitedStates",0.92,"VeryHigh",22,"Male","No Kids","deg","student",25000,NA,0,8,"Medium-Sized","Single",0,0,4,3,3,2,2,1,3,3,4,5,5,4,4,5,5,3,5,4,4,3,5,1,3,4,4,3,5,3,5,3,3,5,3,4,4,4,4,5,5,4,3,4,3,4,3,"yes","yes",2.8,3.867,3.85,3.4
"UnitedStates",0.92,"VeryHigh",55,"Female","Yes Kids","deg","full-time",67500,"Market Analyst",17,0,"Large Town","Divorced",1,0,3,2,4,4,4,4,5,5,5,4,2,4,4,3,4,5,5,5,5,5,4,3,3,5,3,4,4,3,4,5,5,4,3,5,4,5,5,4,3,4,2,2,2,3,2,"yes","yes",3.4,4.333,4,2.2
"UnitedStates",0.92,"VeryHigh",22,"Female","No Kids","ltuni","student",15000,NA,0,0,"Medium-Sized","Single",0,0,5,4,5,5,5,3,3,4,4,3,2,4,3,3,4,4,4,4,3,3,4,3,4,3,4,2,4,5,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,"yes","yes",4.8,3.4,3.75,4
"UnitedStates",0.92,"VeryHigh",32,"Female","No Kids","phd","full-time",150000,"college professor",1,0,"Large-City","Single",0,0,4,5,4,3,3,1,2,5,3,3,3,5,5,4,4,5,5,5,4,4,4,2,4,5,4,4,5,4,5,5,4,5,5,5,4,4,4,5,5,5,4,4,5,5,5,"yes","yes",3.8,3.867,4.4,4.6
"UnitedStates",0.92,"VeryHigh",38,"Male","No Kids","deg","full-time",10000,"trader",4,8,"Large-City","Single",0,0,2,2,2,2,2,1,2,5,3,2,1,2,4,2,3,4,3,4,2,2,3,2,4,3,3,4,3,4,3,2,3,3,3,4,4,4,4,3,3,4,5,5,5,5,3,"no","no",2,2.667,3.3,4.6
"UnitedStates",0.92,"VeryHigh",38,"Male","No Kids","deg","full-time",87500,"engineer",2,3,"Large-City","Married",0,0,3,2,2,2,2,1,1,3,1,2,1,2,3,2,3,4,1,1,1,1,3,1,3,4,4,1,3,1,3,2,1,3,2,3,3,3,2,2,3,1,2,4,4,5,3,"yes","no",2.2,1.8,2.4,3.6
"UnitedStates",0.92,"VeryHigh",55,"Female","Yes Kids","dip","full-time",67500,"engineer",28,0,"Large-City","Married",2,0,2,3,2,2,2,1,1,4,2,2,1,1,2,2,3,2,2,3,1,2,1,1,2,1,2,2,2,2,3,1,3,3,3,2,2,4,3,2,2,3,3,4,4,4,3,"no","no",2.2,1.933,2.2,3.6
"UnitedStates",0.92,"VeryHigh",22,"Female","No Kids","ltuni","student",10000,NA,5,0,"Small City","Single",0,0,5,5,5,5,5,1,1,3,3,4,4,5,4,5,5,2,3,2,3,2,5,4,3,5,3,3,5,4,5,3,2,5,2,2,4,3,2,5,5,4,2,4,3,4,2,"yes","yes",5,3.133,3.7,3
"UnitedStates",0.92,"VeryHigh",45,"Female","No Kids","ma","full-time",45000,"Technical Coordinator",2,4,"Large-City","Single",0,0,3,4,2,3,3,3,4,3,4,4,5,3,4,4,4,3,5,3,5,5,3,2,3,4,2,3,3,4,3,3,5,3,4,3,4,4,3,3,4,3,3,4,2,3,2,"yes","yes",3,3.933,3.3,2.8
"UnitedStates",0.92,"VeryHigh",45,"Male","Yes Kids","phd","full-time",250000,"attorney",23,0,"Small Town","Married",2,1,3,3,2,2,2,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,2,1,5,4,1,4,2,2,3,2,1,3,1,1,2,4,4,2,3,2,3,3,3,3,2,"yes","no",2.4,1.267,2.45,2.8
"UnitedStates",0.92,"VeryHigh",28,"Female","No Kids","ma","full-time",45000,"special education teacher",3,0,"Small City","Single",0,0,3,3,3,1,1,2,3,5,4,2,1,4,3,2,3,3,4,3,4,4,4,2,3,5,2,2,4,3,5,4,3,4,5,3,4,3,4,3,4,3,3,2,3,3,2,"yes","yes",2.2,3.133,3.5,2.6
"UnitedStates",0.92,"VeryHigh",45,"Female","Yes Kids","ltuni","part-time",25000,"financial officer / small career-trainin",3,0,"Small City","Married",1,1,3,5,5,3,3,3,3,3,4,4,1,5,4,4,4,2,2,4,5,5,5,5,5,5,3,4,5,4,4,4,5,4,5,5,3,4,4,5,5,4,1,1,2,1,1,"yes","yes",3.8,3.533,4.4,1.2
"UnitedStates",0.92,"VeryHigh",28,"Female","Yes Kids","phd","student",35000," veterinarian",2,0,"Medium-Sized","Married",0,1,2,3,2,1,1,1,3,2,4,2,2,4,3,2,2,5,3,1,4,2,4,2,2,5,2,2,3,3,5,4,4,3,2,5,4,2,2,4,3,4,4,3,4,4,4,"yes","yes",1.8,2.667,3.25,3.8
"UnitedStates",0.92,"VeryHigh",55,"Female","No Kids","deg","retired",150000,"artist/designer/homemaker",30,0,"Small City","Married",0,0,3,3,2,1,1,1,1,2,3,2,1,4,3,1,3,2,4,1,3,1,3,1,2,1,1,1,2,3,4,2,4,3,2,2,4,2,2,3,3,3,4,5,5,5,5,"yes","no",2,2.133,2.4,4.8
"UnitedStates",0.92,"VeryHigh",32,"Male","No Kids","ma","student",55000,NA,0,0,"Small City","Single",0,0,2,3,2,1,1,1,1,3,1,2,4,1,3,1,1,2,1,3,1,1,1,1,1,3,2,1,4,4,5,1,1,5,1,2,3,5,5,4,5,4,5,5,5,5,4,"yes","no",1.8,1.733,2.9,4.8
"UnitedStates",0.92,"VeryHigh",24,"Female","Yes Kids","ltuni","full-time",25000,"Special Education Administrative Assista",1,4,"Large-City","Married",0,1,2,2,2,2,2,2,2,3,3,2,3,1,4,2,2,4,4,4,1,2,2,2,3,4,1,3,1,3,1,1,4,2,3,4,4,3,2,4,2,4,4,4,4,4,3,"yes","yes",2,2.6,2.65,3.8
"UnitedStates",0.92,"VeryHigh",28,"Female","No Kids","deg","full-time",150000,NA,5,0,"Large-City","Single",0,0,2,2,2,1,2,1,1,1,2,2,3,1,3,1,3,3,3,3,3,1,2,1,1,5,2,4,4,2,4,2,2,3,2,2,2,3,2,4,2,4,2,2,2,2,2,"yes","no",1.8,2.067,2.65,2
"UnitedStates",0.92,"VeryHigh",45,"Female","No Kids","phd","part-time",87500,"assistant general counsel",0,3,"Large-City","Single",0,0,4,4,4,3,3,3,2,2,3,3,3,3,4,3,3,2,4,2,3,3,3,2,2,4,3,2,4,3,4,4,3,3,4,4,4,4,3,3,4,3,4,4,4,3,3,"yes","yes",3.6,2.867,3.3,3.6
